iter	RMSE
0	0.140278971
1	0.139210543
2	0.1380777917
3	0.137159689
4	0.1360449789
5	0.1349571372
6	0.1340467858
7	0.1329857945
8	0.131890208
9	0.1309179528
10	0.129911449
11	0.1289938946
12	0.127956134
13	0.1270397786
14	0.1262906493
15	0.1253008422
16	0.1245390777
17	0.1236891956
18	0.1227236332
19	0.1218140114
20	0.1209248155
21	0.1200839642
22	0.1193020301
23	0.118555521
24	0.1177909527
25	0.117110866
26	0.116394429
27	0.1155302915
28	0.1146900204
29	0.113866337
30	0.1131636082
31	0.1124638011
32	0.1117682872
33	0.1110756838
34	0.1103016797
35	0.1095342624
36	0.1087468024
37	0.107954147
38	0.1073027064
39	0.1066979396
40	0.1060460407
41	0.1053232412
42	0.104629245
43	0.1038758803
44	0.1032911389
45	0.1026054371
46	0.1019322265
47	0.1013325079
48	0.1008747898
49	0.1003296846
50	0.0996965526
51	0.09900632995
52	0.09839502508
53	0.09778941418
54	0.09728979911
55	0.09664990301
56	0.09614970308
57	0.09574234475
58	0.09513594462
59	0.09450788519
60	0.0939165742
61	0.09335183289
62	0.09270850442
63	0.09219036952
64	0.09159299196
65	0.09101800422
66	0.09049966326
67	0.08997531005
68	0.08938845967
69	0.08891378085
70	0.08843231722
71	0.08798672941
72	0.0874603835
73	0.08699043178
74	0.08652947256
75	0.08611323838
76	0.08567633616
77	0.0852878295
78	0.08479211944
79	0.08434257043
80	0.08396073674
81	0.0834963695
82	0.08308100108
83	0.08261365403
84	0.08225983538
85	0.08174502187
86	0.08128954163
87	0.08093879187
88	0.08046876437
89	0.07997569121
90	0.07951954527
91	0.07908933806
92	0.07867891908
93	0.07832118215
94	0.07799343591
95	0.0775536554
96	0.07723332222
97	0.07688760011
98	0.07658186225
99	0.07616998271
100	0.07591117693
101	0.07556089437
102	0.0751780249
103	0.07477644432
104	0.07443746243
105	0.07403490371
106	0.07362742966
107	0.07324057247
108	0.07284409492
109	0.07242987445
110	0.07205951606
111	0.07168736046
112	0.07132927103
113	0.07103952777
114	0.07074488942
115	0.07043379665
116	0.07011774037
117	0.06982329237
118	0.06949307795
119	0.06915185647
120	0.06890116002
121	0.06854726493
122	0.06825769356
123	0.06792572317
124	0.06763192723
125	0.06733098593
126	0.06703520575
127	0.06680646963
128	0.06651181761
129	0.0662416281
130	0.06597066809
131	0.06568388048
132	0.06540030781
133	0.06518878023
134	0.06495036024
135	0.06465395234
136	0.06434604903
137	0.0640913017
138	0.06390730486
139	0.06365022101
140	0.06337397376
141	0.06311681579
142	0.06291719932
143	0.0627160651
144	0.06245362851
145	0.06216168223
146	0.06191415382
147	0.06163650859
148	0.06139048737
149	0.06111367795
150	0.06095096063
151	0.06069482993
152	0.06045001795
153	0.06020619586
154	0.05996006548
155	0.0597118533
156	0.05948415748
157	0.05926012873
158	0.05901135328
159	0.05873588534
160	0.05856026712
161	0.05835162194
162	0.05814325175
163	0.05796727805
164	0.05780674568
165	0.0576004917
166	0.05738073173
167	0.05723807101
168	0.05705518707
169	0.05687309227
170	0.05668541728
171	0.05647480101
172	0.05624074524
173	0.0560142987
174	0.05583367302
175	0.0556105613
176	0.05542101011
177	0.05521314793
178	0.05500957137
179	0.05480801331
180	0.05457084056
181	0.0543859699
182	0.0542194773
183	0.05402038563
184	0.05381455353
185	0.05365490252
186	0.05344227425
187	0.05324378203
188	0.05305841818
189	0.05289640111
190	0.05271027376
191	0.05257520969
192	0.05238952525
193	0.05220843622
194	0.05203738627
195	0.05186896559
196	0.05167826558
197	0.05151647457
198	0.05138147925
199	0.0512253621
200	0.05104813773
201	0.05088584123
202	0.05070945012
203	0.05052516469
204	0.05034241218
205	0.05020514272
206	0.05003597734
207	0.04989276724
208	0.04976863432
209	0.04960458036
210	0.04943121863
211	0.04928074511
212	0.0491419148
213	0.04899689144
214	0.04885610526
215	0.04875595348
216	0.04860890626
217	0.04845171784
218	0.04829217705
219	0.04812996186
220	0.04798571244
221	0.04785548947
222	0.04772825125
223	0.04759988948
224	0.04747725035
225	0.04734604269
226	0.04721582106
227	0.04705065674
228	0.04691087433
229	0.04678632306
230	0.04662643117
231	0.04647359666
232	0.04632340601
233	0.04619620461
234	0.04607417256
235	0.04595782225
236	0.04584628352
237	0.04570822122
238	0.04558432109
239	0.04547157953
240	0.04536013043
241	0.04523990367
242	0.04511461414
243	0.04501807685
244	0.04492951845
245	0.04480269847
246	0.0446264773
247	0.04452253239
248	0.04442126721
249	0.04429860441
250	0.04417523487
251	0.04402423134
252	0.04387638624
253	0.04373638084
254	0.04362111346
255	0.04353379323
256	0.04339319259
257	0.04330271582
258	0.04319737695
259	0.0430999197
260	0.04299020347
261	0.04285545269
262	0.04272691159
263	0.0425916032
264	0.04247581311
265	0.04237436581
266	0.04223675688
267	0.0421137339
268	0.0420352453
269	0.04196799944
270	0.04184905408
271	0.04175038382
272	0.04164523117
273	0.04153007625
274	0.04145970173
275	0.0413033971
276	0.04119504779
277	0.04107452881
278	0.04097948343
279	0.04090251196
280	0.04082248398
281	0.04070356959
282	0.04062367099
283	0.04053611767
284	0.04040312846
285	0.04032429652
286	0.04024397515
287	0.04015678945
288	0.04008215815
289	0.03998519436
290	0.0398811612
291	0.03980000666
292	0.0397339837
293	0.03965484614
294	0.0395419918
295	0.03947475752
296	0.03938300241
297	0.03930751579
298	0.03920377472
299	0.0391307276
300	0.03904069418
301	0.03894809637
302	0.03887290196
303	0.03879964513
304	0.03872511906
305	0.03866093842
306	0.03857863491
307	0.03849981178
308	0.03843831057
309	0.03832609884
310	0.03820643895
311	0.03811025078
312	0.03804004677
313	0.03793788119
314	0.03788413509
315	0.03782558896
316	0.0377435745
317	0.03765827822
318	0.0375757545
319	0.03747538655
320	0.03738387642
321	0.03729764959
322	0.03721940347
323	0.0371346067
324	0.03706441008
325	0.0369969615
326	0.03692693489
327	0.03683994602
328	0.0367640462
329	0.03667384082
330	0.03659893146
331	0.03650881886
332	0.03644873906
333	0.03636853772
334	0.03625933337
335	0.03620651394
336	0.03614750051
337	0.03608182349
338	0.0360342496
339	0.03596746266
340	0.03589030746
341	0.03580902689
342	0.03573082346
343	0.03566274034
344	0.0356101889
345	0.03552070685
346	0.03546229634
347	0.03541484035
348	0.03533028637
349	0.03526606046
350	0.03520343062
351	0.03513732946
352	0.03506384863
353	0.03499876759
354	0.03494170501
355	0.03488544776
356	0.03482411026
357	0.03478227427
358	0.0347221159
359	0.0346480894
360	0.03458601033
361	0.03452134107
362	0.03446400547
363	0.03440045724
364	0.03431851899
365	0.0342400446
366	0.03418832937
367	0.03413232147
368	0.03407501496
369	0.03402466446
370	0.03395216249
371	0.0338875527
372	0.03382166282
373	0.03377781739
374	0.03372391065
375	0.033671313
376	0.03357596486
377	0.03353172945
378	0.0334624556
379	0.03340721913
380	0.0333463099
381	0.03331735979
382	0.03326692774
383	0.03317364007
384	0.03311947661
385	0.03306831915
386	0.03299913492
387	0.03294465529
388	0.03287202534
389	0.03281466237
390	0.03276091411
391	0.03269640237
392	0.03263190796
393	0.03258958667
394	0.032520825
395	0.03247242344
396	0.03242121695
397	0.03237305821
398	0.03232623449
399	0.03227722397
400	0.03223873705
401	0.03217672776
402	0.0321359967
403	0.03208644963
404	0.03203459336
405	0.03197931307
406	0.03192688048
407	0.03186480446
408	0.03180445936
409	0.03174806587
410	0.03169931697
411	0.03164133008
412	0.0315964679
413	0.03152091436
414	0.03148635626
415	0.0314303882
416	0.03138217461
417	0.03134866621
418	0.0313116751
419	0.03124717929
420	0.0312038145
421	0.03112975318
422	0.0310761384
423	0.03100659858
424	0.03095398476
425	0.03089365828
426	0.03084491141
427	0.03079201494
428	0.03074619523
429	0.03071070462
430	0.03066016478
431	0.03061038543
432	0.03055155011
433	0.03049221757
434	0.0304305028
435	0.03037850098
436	0.03032985705
437	0.03026861872
438	0.03022674947
439	0.03017295702
440	0.03012488509
441	0.03007057926
442	0.03000826436
443	0.02992989982
444	0.0298905429
445	0.02983342105
446	0.02977082665
